epoch,accuracy,loss,val_accuracy,val_loss
0,0.25044411420822144,1.8215699195861816,0.24714405834674835,1.8173418045043945
1,0.2512800991535187,1.8127291202545166,0.24714405834674835,1.8093866109848022
2,0.25068792700767517,1.8028600215911865,0.24714405834674835,1.783351182937622
3,0.25270819664001465,1.7860733270645142,0.26260796189308167,1.7831604480743408
4,0.2662928104400635,1.7710765600204468,0.30440235137939453,1.7052257061004639
5,0.2934968173503876,1.7251287698745728,0.32697129249572754,1.6527619361877441
6,0.3381866216659546,1.645094871520996,0.40025076270103455,1.5087952613830566
7,0.3695705235004425,1.5825386047363281,0.4203120768070221,1.4798067808151245
8,0.40440279245376587,1.5220160484313965,0.4434382915496826,1.4256707429885864
9,0.4206346571445465,1.47467041015625,0.4697687327861786,1.3573228120803833
10,0.43961822986602783,1.4388176202774048,0.48537197709083557,1.335328221321106
11,0.45842766761779785,1.3981657028198242,0.4979102909564972,1.3032832145690918
12,0.46497613191604614,1.3750653266906738,0.49456673860549927,1.3073135614395142
13,0.4832630753517151,1.3416000604629517,0.5103092789649963,1.2552231550216675
14,0.4915183484554291,1.3155577182769775,0.5098913311958313,1.250705599784851
15,0.500748872756958,1.2950901985168457,0.488158255815506,1.3504931926727295
16,0.5055557489395142,1.275529146194458,0.5278629064559937,1.2011587619781494
17,0.5142638087272644,1.2532527446746826,0.5378935933113098,1.178849697113037
18,0.5224842429161072,1.237236499786377,0.5330175757408142,1.220449447631836
19,0.5326901078224182,1.2164829969406128,0.5550292730331421,1.1484708786010742
20,0.538367748260498,1.2029305696487427,0.5528002381324768,1.1390544176101685
21,0.5453342199325562,1.1816364526748657,0.561855673789978,1.1199570894241333
22,0.5532063245773315,1.170630693435669,0.5685427784919739,1.1312390565872192
23,0.5627155303955078,1.1493933200836182,0.5838673710823059,1.0909569263458252
24,0.5663032531738281,1.1361814737319946,0.5707718133926392,1.1272953748703003
25,0.5735135078430176,1.1186944246292114,0.5881861448287964,1.0642344951629639
26,0.5786687135696411,1.108446717262268,0.5756478309631348,1.1035311222076416
27,0.5856003165245056,1.0919934511184692,0.5724436044692993,1.101624846458435
28,0.5882127285003662,1.0834417343139648,0.5950125455856323,1.080307960510254
29,0.5968511700630188,1.0676432847976685,0.600306510925293,1.0599685907363892
30,0.6009265184402466,1.0588418245315552,0.6044859290122986,1.0448299646377563
