epoch,accuracy,loss,val_accuracy,val_loss
0,0.1950799971818924,2.0467288494110107,0.2628999948501587,1.8409267663955688
1,0.30090001225471497,1.79873526096344,0.3495999872684479,1.6637312173843384
2,0.3655799925327301,1.653089165687561,0.4097999930381775,1.5261458158493042
3,0.4087199866771698,1.567395567893982,0.4350000023841858,1.4728020429611206
4,0.4480000138282776,1.4790064096450806,0.4772000014781952,1.4130098819732666
5,0.48061999678611755,1.4020514488220215,0.5112000107765198,1.3544178009033203
6,0.5113199949264526,1.3278762102127075,0.5425999760627747,1.2622666358947754
7,0.531440019607544,1.2773116827011108,0.526199996471405,1.3110073804855347
8,0.5562400221824646,1.222886085510254,0.579200029373169,1.1671706438064575
9,0.5717200040817261,1.18274986743927,0.6366000175476074,1.039188027381897
10,0.592199981212616,1.1381689310073853,0.6013000011444092,1.1156002283096313
11,0.6059399843215942,1.09621000289917,0.6107000112533569,1.0995279550552368
12,0.6172000169754028,1.0695842504501343,0.6315000057220459,1.0659453868865967
13,0.636139988899231,1.0252838134765625,0.6455000042915344,1.0226178169250488
14,0.649179995059967,0.9933567047119141,0.6804999709129333,0.8973934650421143
15,0.6578999757766724,0.9609438180923462,0.6682000160217285,0.9698388576507568
16,0.6662799715995789,0.9424738883972168,0.6816999912261963,0.9086675047874451
17,0.6765400171279907,0.9090695977210999,0.7214000225067139,0.7938989996910095
18,0.6893200278282166,0.8827990889549255,0.6812000274658203,0.9364529252052307
19,0.6989399790763855,0.8567225933074951,0.7120000123977661,0.8349757790565491
20,0.704479992389679,0.8399480581283569,0.7226999998092651,0.7957711219787598
21,0.713919997215271,0.8162301778793335,0.7116000056266785,0.840065062046051
22,0.7230200171470642,0.7898393869400024,0.7390999794006348,0.7654052972793579
23,0.7286400198936462,0.7788769602775574,0.7462000250816345,0.7291569113731384
24,0.7358199954032898,0.7528555393218994,0.7638000249862671,0.6764963865280151
25,0.7421000003814697,0.7444753646850586,0.7304999828338623,0.8208653330802917
26,0.7491199970245361,0.7211440801620483,0.753600001335144,0.7045872807502747
27,0.7526800036430359,0.7107906341552734,0.756600022315979,0.6978489756584167
28,0.7592800259590149,0.6873748302459717,0.7540000081062317,0.7324410676956177
29,0.7648599743843079,0.6778994798660278,0.7595999836921692,0.723976731300354
30,0.7691199779510498,0.6644580364227295,0.7599999904632568,0.7061789035797119
31,0.7768599987030029,0.6451249718666077,0.7754999995231628,0.6637408137321472
32,0.7809600234031677,0.6298404932022095,0.7728999853134155,0.6711102724075317
33,0.7878400087356567,0.6161328554153442,0.781000018119812,0.6446487903594971
34,0.7912600040435791,0.6022459864616394,0.758400022983551,0.7077621221542358
35,0.7925599813461304,0.5972254872322083,0.7670000195503235,0.6944907307624817
