epoch,accuracy,loss,val_accuracy,val_loss
0,0.4204599857330322,1.9500857591629028,0.5034999847412109,1.745273470878601
1,0.5128600001335144,1.7032818794250488,0.525600016117096,1.7221835851669312
2,0.5601199865341187,1.586584210395813,0.608299970626831,1.4510529041290283
3,0.5926799774169922,1.4910328388214111,0.6281999945640564,1.4179178476333618
4,0.6195600032806396,1.4115402698516846,0.6459000110626221,1.3758673667907715
5,0.6414600014686584,1.3496698141098022,0.6814000010490417,1.2612484693527222
6,0.6647199988365173,1.292657732963562,0.6653000116348267,1.3477977514266968
7,0.682919979095459,1.241762399673462,0.6496999859809875,1.405672311782837
8,0.6972200274467468,1.196679711341858,0.699999988079071,1.2281032800674438
9,0.7156000137329102,1.1464476585388184,0.7299000024795532,1.128625512123108
10,0.7273600101470947,1.1147077083587646,0.6973000168800354,1.2600079774856567
11,0.741599977016449,1.075469732284546,0.7163000106811523,1.194706916809082
12,0.7554000020027161,1.0374151468276978,0.7558000087738037,1.0722739696502686
13,0.7607399821281433,1.0133999586105347,0.734000027179718,1.1194733381271362
14,0.7709599733352661,0.9877429008483887,0.7290999889373779,1.1784955263137817
15,0.7799800038337708,0.9602494239807129,0.743399977684021,1.1138622760772705
16,0.7862200140953064,0.9400384426116943,0.7565000057220459,1.066557765007019
17,0.7947999835014343,0.9107999205589294,0.7324000000953674,1.1661474704742432
18,0.8002200126647949,0.8955849409103394,0.7782999873161316,1.0097756385803223
19,0.8080400228500366,0.8749650716781616,0.7996000051498413,0.9314526319503784
20,0.8150799870491028,0.8546350002288818,0.7662000060081482,1.0213227272033691
21,0.8192399740219116,0.8419438004493713,0.7903000116348267,0.9733790755271912
22,0.8279399871826172,0.819210946559906,0.7803000211715698,0.9986751675605774
23,0.8296399712562561,0.8072692155838013,0.7723000049591064,1.0698516368865967
24,0.8377400040626526,0.7859304547309875,0.8098000288009644,0.9030965566635132
25,0.8414000272750854,0.7742622494697571,0.8080999851226807,0.8980976343154907
26,0.8482000231742859,0.7538956999778748,0.7876999974250793,1.016588807106018
27,0.8495799899101257,0.7513514757156372,0.8187000155448914,0.8693356513977051
28,0.8540400266647339,0.7334699034690857,0.8075000047683716,0.9288415908813477
29,0.8588200211524963,0.7192174792289734,0.8037999868392944,0.9633579850196838
30,0.8611599802970886,0.7111741304397583,0.7766000032424927,1.0593229532241821
31,0.8659999966621399,0.698017954826355,0.8094000220298767,0.9205747246742249
32,0.8685600161552429,0.6891063451766968,0.8026000261306763,0.95455402135849
33,0.8741999864578247,0.6724485158920288,0.7921000123023987,1.0263233184814453
34,0.8758999705314636,0.6621217131614685,0.8151999711990356,0.9149489998817444
35,0.8822000026702881,0.6473204493522644,0.8263999819755554,0.8746832013130188
36,0.8853600025177002,0.6363852620124817,0.8205999732017517,0.9225233197212219
37,0.8889200091362,0.6258895993232727,0.8198000192642212,0.9140650629997253
38,0.8883000016212463,0.6268714666366577,0.8203999996185303,0.9179692268371582
39,0.8912000060081482,0.6181206703186035,0.8245999813079834,0.8706907033920288
40,0.8934400081634521,0.6067923307418823,0.8233000040054321,0.8714656233787537
41,0.8978400230407715,0.5947383046150208,0.8310999870300293,0.8495295643806458
42,0.8990399837493896,0.5931958556175232,0.8388000130653381,0.8292927742004395
43,0.902679979801178,0.5788570046424866,0.8291000127792358,0.8802862167358398
44,0.9040200114250183,0.5752732157707214,0.8424999713897705,0.8250303864479065
45,0.9063199758529663,0.5671718120574951,0.8418999910354614,0.8393955826759338
46,0.9116399884223938,0.5581085085868835,0.8287000060081482,0.8895872831344604
47,0.914139986038208,0.5486558079719543,0.8360000252723694,0.8789216876029968
48,0.9128400087356567,0.546554684638977,0.8356999754905701,0.858636736869812
49,0.9171800017356873,0.5375376343727112,0.8374999761581421,0.850314736366272
50,0.9182800054550171,0.5318310260772705,0.8355000019073486,0.8743696212768555
51,0.9198799729347229,0.5252835750579834,0.807699978351593,1.0402144193649292
52,0.921779990196228,0.5214895606040955,0.8339999914169312,0.8700785040855408
53,0.925000011920929,0.5119156837463379,0.8377000093460083,0.856007993221283
54,0.9261999726295471,0.5107089281082153,0.8277000188827515,0.9208531379699707
55,0.9272599816322327,0.505741536617279,0.8331999778747559,0.8855417966842651
56,0.92985999584198,0.49994492530822754,0.8452000021934509,0.8375030159950256
57,0.9307399988174438,0.4945284426212311,0.838699996471405,0.8666750192642212
58,0.9323599934577942,0.48910078406333923,0.8367999792098999,0.8955469727516174
59,0.9348800182342529,0.4823512136936188,0.8285999894142151,0.9602851271629333
60,0.9362599849700928,0.4767034351825714,0.840499997138977,0.8825659155845642
61,0.9368399977684021,0.4732477366924286,0.8425999879837036,0.8420993089675903
62,0.9368799924850464,0.47263801097869873,0.8503999710083008,0.8462164998054504
63,0.9393799901008606,0.46674561500549316,0.8309000134468079,0.9378474354743958
64,0.9416800141334534,0.45951542258262634,0.8449000120162964,0.8787567615509033
65,0.940500020980835,0.4627183973789215,0.8409000039100647,0.9077785015106201
66,0.944320023059845,0.4502536654472351,0.8392000198364258,0.8740881085395813
67,0.9451599717140198,0.4477657079696655,0.8528000116348267,0.8096304535865784
68,0.9445599913597107,0.4457039535045624,0.8337000012397766,0.9405690431594849
69,0.9470199942588806,0.4430065155029297,0.840499997138977,0.88712477684021
70,0.9480999708175659,0.4382537603378296,0.8460000157356262,0.8957324028015137
71,0.9485200047492981,0.4349396228790283,0.8403000235557556,0.9132019281387329
72,0.9492599964141846,0.4327867925167084,0.8546000123023987,0.8439562320709229
73,0.9528800249099731,0.4256393015384674,0.8485000133514404,0.8600627779960632
74,0.951960027217865,0.4246852397918701,0.8486999869346619,0.8651167750358582
75,0.9535199999809265,0.41927945613861084,0.8485999703407288,0.8610760569572449
76,0.9536600112915039,0.4194163978099823,0.8544999957084656,0.8408648371696472
77,0.9556000232696533,0.41207125782966614,0.8327000141143799,0.9608434438705444
78,0.9570599794387817,0.40992820262908936,0.8497999906539917,0.8797742128372192
79,0.9559800028800964,0.40949246287345886,0.8547000288963318,0.8463260531425476
80,0.9563999772071838,0.4075453579425812,0.8438000082969666,0.9264739155769348
81,0.9588599801063538,0.4020819067955017,0.852400004863739,0.8509538173675537
82,0.9590799808502197,0.4009050130844116,0.8507000207901001,0.8527116179466248
83,0.9587600231170654,0.401645690202713,0.8476999998092651,0.8811856508255005
84,0.9615200161933899,0.394347608089447,0.8507999777793884,0.8758211135864258
85,0.9616199731826782,0.3941020369529724,0.8587999939918518,0.8330733180046082
86,0.9637600183486938,0.3899175822734833,0.8476999998092651,0.8713482618331909
87,0.9626399874687195,0.3916171193122864,0.8561999797821045,0.8506099581718445
88,0.9619600176811218,0.39127692580223083,0.8382999897003174,0.9177403450012207
89,0.964139997959137,0.3836848735809326,0.8603000044822693,0.8215535879135132
90,0.9641600251197815,0.3845703899860382,0.852400004863739,0.862787127494812
91,0.9659600257873535,0.3797298073768616,0.8597999811172485,0.8200215101242065
92,0.9652199745178223,0.3819318115711212,0.8464999794960022,0.9214913845062256
93,0.965499997138977,0.3774794936180115,0.8526999950408936,0.8749738335609436
94,0.9686800241470337,0.37112388014793396,0.8539000153541565,0.8641325235366821
95,0.9692599773406982,0.3686959743499756,0.8450000286102295,0.9201965928077698
96,0.9675599932670593,0.37063950300216675,0.8547000288963318,0.84134840965271
97,0.9686800241470337,0.36752957105636597,0.8651999831199646,0.8043217062950134
98,0.9703800082206726,0.365090548992157,0.8568999767303467,0.8546070456504822
99,0.9689000248908997,0.3677944540977478,0.8634999990463257,0.8355444073677063
100,0.9697999954223633,0.36503925919532776,0.858299970626831,0.8584076166152954
101,0.9702200293540955,0.3638114929199219,0.8500999808311462,0.8939996361732483
102,0.9719200134277344,0.35876327753067017,0.8537999987602234,0.8655169010162354
103,0.9710800051689148,0.35909944772720337,0.8592000007629395,0.8458294868469238
104,0.9721199870109558,0.3565030097961426,0.8614000082015991,0.8298463821411133
105,0.9722800254821777,0.355129599571228,0.8587999939918518,0.8502455949783325
106,0.9744799733161926,0.35045117139816284,0.858299970626831,0.8735596537590027
107,0.9718999862670898,0.35484743118286133,0.864799976348877,0.8405085206031799
108,0.9743599891662598,0.3501627743244171,0.8575999736785889,0.8685744404792786
109,0.9739000201225281,0.35021647810935974,0.8579999804496765,0.8809320330619812
110,0.9754199981689453,0.344365656375885,0.8579999804496765,0.8560028076171875
111,0.9749000072479248,0.34733614325523376,0.859499990940094,0.859733521938324
112,0.9744799733161926,0.34554362297058105,0.8486999869346619,0.9410528540611267
113,0.975380003452301,0.345380038022995,0.8565000295639038,0.887022078037262
114,0.9743199944496155,0.34482452273368835,0.847599983215332,0.9265838861465454
115,0.9758599996566772,0.34020406007766724,0.8600000143051147,0.8556646704673767
116,0.9767000079154968,0.3400840163230896,0.8546000123023987,0.9096361398696899
117,0.9763200283050537,0.3386983573436737,0.8604000210762024,0.8606394529342651
118,0.9769799709320068,0.3391975462436676,0.8575000166893005,0.8865914344787598
119,0.9776399731636047,0.3356482684612274,0.8532999753952026,0.9148356318473816
